# layer number, internal velocity Dix[/c], epsilon_r, error [%],         internal velocity non Dix [/c], epsilon_r non Dix, error non Dix [%]
1,0.503903576956991,3.938266648384349,-1.543333790391277,0.509157115046086,3.857415008431704,-3.564624789207393
2,0.358639404168340,7.774706288873533,29.578438147892221,0.376790123456790,7.043702086507526,17.395034775125438
3,0.548413481460518,3.324939560567260,-63.056227104808215,0.549857346647646,3.307500632564940,-63.249992971500667
