5.673855588056693022e-05,1.552569753199404981e-04,4.631519588723233640e-04,3.675753131154209097e-01,9.850080014341519585e-02,1.674404694650259762e+00,4.505799985059780743e-01,2.753456740919564896e-02,1.358259230697206332e+00,2.057314792412507504e-02,1.359592253198083744e+00,2.723490695901996037e-02,4.541662521135219066e-01,1.675614566872448918e+00,9.872274458101890082e-02,8.135558013278250122e-01,9.867337092191691417e-02,1.673950807023069309e+00,4.541690542580992251e-01,2.725756542298674034e-02,1.359162301489728497e+00,2.075172324599998397e-02,1.356334843274602964e+00,2.734681016280788787e-02,4.473976034786632527e-01,6.560488818017079504e-02,1.595000962462714516e-04,1.273409017881128088e-04,3.102894597929046474e-04,1.678913517346192230e-04
1.142157997684130523e-04,1.179214214815187112e-04,1.958846732639086098e-04,1.663253497482155251e-03,1.156331082174666186e-03,7.113415477325991769e-04,9.842067125610302024e-04,4.008636404132616469e-04,2.074534469399843487e-03,3.713055768681237955e-04,1.852312750479981167e-03,3.373907401881604592e-04,5.641654497578702052e-04,5.680026763026954466e-04,1.207854133898270387e-04,2.357312083285367614e-03,1.090676950924482851e-04,5.698143885446151861e-04,1.563189460266018859e-03,4.368567364179741877e-04,1.774566137414374358e-03,3.954101551795888075e-04,1.646181426775631361e-03,6.521754873983359475e-04,6.280413426653453984e-04,3.207765467449863006e-04,1.568620544464718978e-04,3.225729142729521332e-04,3.272575878531673631e-04,4.566942527890229518e-04
1.261310743243307093e-04,1.416605361604958793e-04,7.717480700941898360e-05,1.024812560862089301e-04,3.689750442800205786e-04,5.881057716626476341e-04,1.963431921128616707e-04,2.985921607135105099e-04,2.767212581801595521e-04,4.969420765380145737e-05,5.975721067396755332e-05,1.079247734957995209e-04,8.218794954628241389e-05,3.452949573358895217e-05,1.605900687168920863e-05,3.756003570068615414e-05,4.992439130348611941e-05,3.600533100971865661e-05,2.555049470202726790e-04,6.364854499301180130e-04,5.000843525564385023e-04,5.362075026780503597e-04,1.459432836700480854e-04,3.822066585659769861e-04,1.975186215562692239e-04,1.828885280349441941e-04,2.090251643209481772e-04,1.840490118892327209e-04,4.162923429971356493e-04,3.404624078036367599e-04
2.463806106064663588e-04,1.738391590417435475e-04,1.994503715994174115e-04,2.265163478559253636e-04,1.453793998604793682e-04,7.873904205920668250e-05,9.385729380225617908e-04,4.909295152678392216e-04,1.378426239795759074e-04,2.436498572957581982e-04,2.267917387723096079e-04,2.364324083984533904e-04,8.938760259682727844e-06,7.613029576520679122e-06,1.940886810935083093e-05,2.054694528476034177e-05,1.385346286617083014e-04,1.781293468513203584e-04,6.478556155985075503e-05,1.430370961684785227e-03,2.396565843820898758e-04,2.380794803361637563e-04,2.757858541602073704e-04,3.220487137019954153e-04,3.103668230188775124e-04,9.441188322373396467e-05,4.442058923119915825e-04,2.791960924651633487e-04,5.516091112954856282e-04,3.215842112443027877e-04
6.474069137050588265e-05,8.098225299910596377e-05,1.605184488793766589e-04,2.085731242078521573e-04,6.470126908919758774e-04,2.294775806794364589e-04,1.396886821644504240e-04,4.450301740557608657e-04,1.418573999311566669e-04,6.095799271271725188e-04,4.420616825999681347e-04,5.798478864294316539e-05,9.136646452416913615e-05,2.919715126453528584e-05,1.978042434078618989e-05,6.248914616394375915e-05,2.675086008270345151e-04,1.284929943344153636e-03,1.700354088659312046e-04,1.727140243064673912e-03,3.804004607388341056e-04,2.905441322256308912e-04,4.339745862379104863e-04,2.077125224824269856e-04,2.625590134371953038e-04,1.230230457483899576e-04,4.901887776945511354e-04,4.509498324382743128e-04,4.674982742712639056e-04,4.207205778697811847e-04
5.004292084989504747e-05,2.123749288830523272e-04,1.718932010144659257e-04,2.210090316214951471e-04,1.840001644875436217e-04,2.896287360583727258e-04,5.385441992481186137e-04,1.391880601773323517e-04,1.959941167441808178e-04,3.003812455116208627e-04,1.766669743426191384e-04,1.668571957151434107e-04,1.843154400336287021e-04,3.311862635084554903e-05,2.783066175592702299e-05,8.559454140229191571e-05,9.496114890330881596e-06,6.708822677752892790e-04,2.092486195439772231e-04,4.113460185167041629e-04,6.665519955747982016e-04,2.073118464956339314e-04,2.890933638395200137e-04,2.732394877194818162e-04,2.529345788125384408e-04,1.434833415959316575e-04,2.900947473362734501e-04,9.405098587100161429e-04,4.056236100479011677e-04,2.591231031013699359e-04
6.069993866546125906e-05,1.159054572318609299e-04,1.115081345655246611e-04,2.870676177835639509e-04,2.769899161495550368e-04,4.008407389335601916e-04,4.245612791239113787e-04,5.253413170113703035e-04,8.484270812234309895e-04,4.488931953690806272e-04,1.075663917125465338e-03,7.673542592461143072e-04,3.989665505724144704e-05,5.093060206457114645e-05,1.518493023574578262e-04,3.931002238311477495e-04,5.698695835581589096e-04,6.138811454748318739e-04,7.341116555170739636e-04,2.593648139826319407e-04,3.796560818208300847e-04,4.573237043653536802e-04,3.268589774116396549e-04,3.031353179176913626e-04,1.661407162751548077e-04,3.075957498080577365e-04,4.967066499138914461e-04,7.442398479467755672e-04,7.104484253739991794e-04,9.458156679281947646e-04
1.429662894864629447e-04,2.674973384719007388e-04,1.756892947540980598e-04,9.220966079457980488e-05,2.934415011481286088e-04,4.796063532776657901e-04,3.797262351919785122e-04,1.025996470610323653e-03,1.242885632630515462e-03,1.378648844846395429e-03,8.124689581849009988e-04,1.217884865538688272e-03,1.108099542671556973e-03,4.499001116770446587e-04,4.775216352001648303e-04,1.702412162113187989e-04,2.161805483966816425e-04,1.801117246154293645e-03,8.673583817369203254e-04,1.570237166202871713e-03,3.926782198934936964e-04,3.675933964498875016e-04,3.832820076126981041e-04,2.464531138919746206e-04,3.029392778206447525e-04,5.199711389619986321e-04,7.955362056731819440e-04,1.650646698881515348e-03,1.081006811938433612e-03,4.558575444354988500e-04
5.976410678915568438e-04,3.240270642848454654e-04,4.130843365915126144e-04,1.752055330562928459e-04,2.624900441516155665e-04,4.563142754699492419e-04,3.851713698090418578e-04,1.331690822513698818e-03,1.086113653437551342e-03,5.810280207109761548e-04,3.566680187540320537e-03,1.364059056543727964e-03,3.248330658695188465e-03,2.596050916920896335e-03,8.876017754317412937e-04,1.344825021707529017e-03,1.504555447809519586e-03,2.285879143956819765e-03,2.140865694180050290e-03,9.340138736733318448e-04,6.942570678183053240e-04,2.821756578315499355e-04,5.944265047214793499e-04,7.244971669260931186e-04,1.613265566405920441e-03,1.528847219204070105e-03,1.237024060191674541e-03,1.164490936629980185e-03,4.764389029331130791e-04,4.780085804416415638e-04
3.692109388427142072e-04,3.131909272952957540e-04,4.485196292639697410e-04,3.662198622794798453e-04,2.896902435621171975e-04,5.375915186223344461e-04,4.433461351822663211e-04,3.770078098515154967e-04,8.710043196683647879e-04,2.039706179682122117e-03,1.662020916702783508e-03,6.961907164907824193e-03,4.443437896921673819e-03,5.061484501888366579e-03,1.272388062232713939e-02,4.106465106198936045e-03,7.459974756716064234e-03,5.260330947637162011e-03,3.222119205307659179e-03,3.760186335995260691e-03,1.159271081219815725e-03,9.367730862104616321e-04,9.215391184631998352e-04,1.853494137775415444e-03,7.466472392788939434e-03,1.921576856653058746e-03,7.606482873822062798e-03,8.668936291985006835e-04,4.085904990237830873e-04,1.656816991632408540e-04
