8.171281903963040223e-09,1.000000000000000000e+00,1.000000000000000000e+00
4.819897332774128203e-08,5.976143046671968939e-01,4.000000000000000000e+00
3.259999954422737694e-07,4.405430742828299051e-01,6.000000000000000000e+00
3.660276868660520393e-07,4.474581604063249118e-01,4.000000000000000000e+00
6.438287089805845663e-07,4.309383091685760059e-01,6.000000000000000000e+00
6.838564004043627833e-07,4.352921638076716060e-01,4.000000000000000000e+00
9.616574225188950986e-07,4.276434606598615851e-01,6.000000000000000000e+00
1.001685113942673316e-06,4.307727169766989439e-01,4.000000000000000000e+00
1.279486136057205737e-06,4.259778132454145605e-01,6.000000000000000000e+00
1.319513827480983954e-06,4.284141980902336222e-01,4.000000000000000000e+00
1.597314849595516375e-06,4.249724938827810217e-01,6.000000000000000000e+00
1.637342541019294592e-06,4.269657369694743188e-01,4.000000000000000000e+00
1.915143563133827225e-06,4.242997861947038207e-01,6.000000000000000000e+00
1.955171254557605654e-06,4.259857731568865158e-01,4.000000000000000000e+00
2.232972276672138286e-06,4.238180512517769616e-01,6.000000000000000000e+00
2.272999968095916292e-06,4.252786441318386346e-01,4.000000000000000000e+00
2.550800990210448925e-06,4.234560747849715479e-01,6.000000000000000000e+00
2.590828681634227353e-06,4.247443298472695639e-01,4.000000000000000000e+00
2.868629703748759986e-06,4.231741360967809507e-01,6.000000000000000000e+00
2.908657395172538415e-06,4.243263765259479570e-01,4.000000000000000000e+00
