# layer number, internal velocity Dix[/c], epsilon_r, error [%],         internal velocity non Dix [/c], epsilon_r non Dix, error non Dix [%]
1,0.506184760272515,3.902850075878327,-2.428748103041833,0.510673033902726,3.834547738580781,-4.136306535480482
2,0.460252496726205,4.720714042433834,-21.321432626102762,0.461432360742706,4.696603554198332,-21.723274096694464
3,0.379201288264263,6.954411612387732,-22.728759862358533,0.384828150572831,6.752527052591753,-24.971921637869414
