5.536317277167684221e-04,1.039655931443148919e-02,1.098350111961282584e-03,8.224217120739867081e-05,1.548387198089767490e-03,4.801565430873694189e-03,6.342752237689154061e-04,4.069179801339103063e-04,3.466298577387846662e-04,3.874444141618806417e-03,9.160751223174305735e-02,4.063177312464198998e-01,1.463526980728393934e+00,4.193108463930738106e-01,2.996576498985585868e+00,5.322555715897350215e-01,6.849564401034858863e-01,4.126072895620868097e-01,4.493064248273031525e-01,4.283562663819175942e-01,6.909874947730337835e-01,4.890834043772731010e-01,1.756203458320104938e+00,4.717944354290863340e-01,2.782098867363631545e+00,5.175369235851153826e-01,5.625635719352412023e-01,4.176974966734222083e-01,9.742755978254753479e-01,4.136105934098623926e-01,8.243732732515838268e-01,4.117548792835789562e-01,5.363145847589547710e-01,4.922438136549573962e-01,8.665058392433061529e-01,5.169726635416147520e-01,1.490166506700154159e+00,4.252284165139838534e-01,3.014548081133880508e+00,5.390743941153307572e-01,6.854850495012700939e-01,4.142507152714666185e-01,4.472011929978100264e-01,4.288070059055268390e-01,6.902091383537432012e-01,4.828209986319336178e-01,1.634581215040439295e+00,4.733236116989320008e-01,2.787201732260629505e+00,4.131590316844900301e-01,1.516098911974004260e-01,4.111599462878210223e-03,8.669659466246033884e-04,1.027284600471820405e-04,8.329189865560877827e-04,3.398628156483148597e-04,7.196266473059794453e-04,1.132072319815188247e-03,5.834027291218443984e-04,7.081143968854594238e-04
5.195420946503330429e-04,1.566085280757065906e-02,1.124769120685008283e-03,1.352222584034604136e-04,1.507365720825156385e-03,1.427608983680079754e-02,1.197469016330599467e-03,5.788826848604699486e-04,3.966597238370635280e-04,6.870168529439324434e-02,9.528506125361160262e-01,5.274644546310880422e-02,1.438036074082121196e+00,1.057606411914600586e-01,5.315551644911917784e-01,2.420599512523911478e+00,5.327919589091585362e-01,4.436761407068258167e-01,1.148185696030537689e-01,8.755370367010616439e-01,8.370654944098389061e-01,1.272947856019625901e+00,3.067285893399315788e-01,1.198440927311057169e-01,2.533180320671579278e+00,1.464029828310519088e-01,1.419168956806642345e+00,1.753066951269676987e-01,1.146500628517823361e-01,6.244819025823398206e-01,1.026653418927341889e-02,4.234617710494936738e-01,1.061170277964842701e-01,3.407847997504273030e-01,2.682168027388658338e+00,1.519729261494824901e-01,1.445558207344936674e+00,1.073098208757441580e-01,5.359539137826728750e-01,2.423995513029404858e+00,5.342307666703668412e-01,4.449095151651732971e-01,1.154637291274936417e-01,8.768141944357408235e-01,8.429641943789024650e-01,1.299178646143354765e+00,2.816154555026290640e-01,1.206280312952210526e-01,2.537077582322965874e+00,8.827501926928726927e-02,9.811680553789811077e-01,6.925885331643168163e-02,1.128668189571080610e-03,9.706743344905869317e-05,6.655040681393187621e-04,4.334226103037764678e-04,6.517311394662496501e-04,1.207375705133957849e-03,2.618393879706521713e-04,1.374465863396811790e-03
3.844301879500154184e-04,6.858665334796782212e-04,1.685746961414289662e-03,3.969602286944824807e-04,9.739978304065670693e-04,2.421950631128425534e-03,1.270488100915721438e-02,2.193093392396529891e-03,1.211864802194506131e-03,8.821240398383620738e-04,1.309912150360587058e-02,1.229028643572970536e-01,7.997547764344054011e-03,4.287726897216836974e-02,2.594864533239226584e-02,4.374070132328888166e-02,8.785494443950341015e-02,1.730097263265268498e-02,5.314647327702289037e-02,3.383278143317633435e-02,1.144178389678622426e-01,1.074178277794994169e-01,2.170465324629156090e-02,4.316136143406364145e-02,1.167060348969468052e-02,1.291224828487198828e-01,1.307650792731243454e-02,2.860564231975111851e-02,3.619332516102795327e-02,4.693273034423761994e-03,1.259093412895933572e-01,3.174360596241551560e-03,3.759366048273472816e-02,2.964577026054810924e-02,1.722580328277569309e-02,1.242274307093756830e-01,8.830225027384688841e-03,4.401462065796005879e-02,2.852828998944031622e-02,4.311493443751276272e-02,9.016457190546377232e-02,1.896852331867981620e-02,5.185342362883674922e-02,2.386357752313424119e-02,1.078501121305660837e-01,5.587729892874567644e-02,2.280479552131913640e-02,4.398302926638459481e-02,1.212424767536124035e-02,1.293371036597759927e-01,1.358035137916702856e-02,5.227119980289142084e-04,1.537120759869773983e-03,1.592943154143482143e-04,2.364450255903490980e-04,5.454747564445463267e-04,2.837049223021871169e-04,9.210707934378869685e-04,3.999279528540676293e-04,3.166607670653293419e-03
1.691408293790411363e-04,4.262435074899836081e-04,9.182945887115063349e-03,8.365733399996268293e-04,3.570177893510449230e-04,4.372283264628493843e-04,6.680015194835938266e-04,7.064126856540576746e-03,4.723384803008358335e-03,1.740709498223244568e-03,2.611935523472730999e-03,3.055796802671101840e-03,7.745544202824198666e-04,2.028352118408050051e-03,8.475358087424235713e-04,3.308278382489916476e-03,2.071466047832751754e-03,1.891827316908503351e-03,8.087187054583062917e-03,3.836167509449549956e-02,3.303138587252282127e-02,5.052687220604698722e-03,1.185099425329579070e-03,5.733488243878311118e-04,7.357252831854968695e-04,5.640190391445127401e-04,1.040883330627581562e-04,2.872955439763397959e-04,7.708435131290903035e-05,2.687214116851007004e-04,1.623596890529882466e-04,2.996379934626298199e-04,1.987528030416681017e-03,3.147578244713752135e-04,2.073116432387034662e-04,1.062069095897937064e-03,4.636645452455636219e-04,3.872585352392662796e-03,7.445053178310610722e-04,9.516744478290608449e-04,1.887447023775652233e-03,9.368887816116364814e-03,3.243697026952528130e-03,1.228637055168601330e-03,2.676001945782332126e-03,4.363557746666576228e-04,2.748108610849232065e-04,2.158996546581385724e-04,7.538680720949990106e-04,1.497675826794957112e-03,6.662028142731594950e-04,5.038504093041489733e-04,6.867208370952799590e-04,1.227231423533840554e-04,6.158911146562379840e-04,5.780709205394025984e-04,2.665272095549808080e-04,6.290626221711617064e-04,2.259044791018753520e-03,1.307041683967468922e-03
1.609822982711746949e-03,2.619001031747818925e-04,1.534394260746062624e-02,2.089587030437766845e-03,3.840024354078220886e-04,8.091615440968827561e-04,5.426490578940181128e-04,2.855865514946960906e-03,1.519055891759534330e-02,3.495978151202265398e-03,1.585065159983132382e-02,2.221543377523971588e-02,1.236549913509549757e-02,6.506438653703998723e-03,7.690187202630409218e-03,1.293038780931757108e-02,2.019923303290474190e-02,3.572373009742076718e-03,2.200947212941883543e-02,1.140241233928277441e-02,2.557156401272501871e-03,1.200904087257648623e-03,2.262015975054409208e-03,1.508803223839264582e-04,5.776243434007715749e-04,5.271700437035391424e-04,7.263589231945382588e-05,1.719847982632724309e-04,1.719985446130417323e-04,8.854435094079614234e-05,5.006688429785709649e-04,8.382764700080623044e-04,2.088137014099488342e-04,8.818629597044472810e-04,1.297093709478128404e-03,4.730436814688642800e-04,8.546762881836560436e-04,2.338111963563429055e-03,1.445564640961412512e-03,6.098581949769242691e-04,1.395498041233643460e-03,5.096045065512965280e-03,2.129630648023116482e-03,1.329315808920489587e-03,6.469137009912551053e-04,9.816500163800038342e-04,1.294631917135541420e-03,1.913810496182893547e-03,4.744678775263957418e-04,9.834168919515913401e-04,6.284068561896045393e-04,2.800284731676734823e-04,1.083449442133940788e-03,5.412647991900464573e-04,6.019087248042832806e-04,5.753806709880680695e-04,2.834648397777684648e-04,2.145580340393513519e-03,2.408816260080839933e-03,1.547073395824856553e-03
2.731906545631235597e-03,1.507780429765451593e-04,1.969469135845308694e-04,1.036717030805756968e-03,7.597145345311580355e-04,9.791066671288621223e-04,7.429343679778891525e-04,6.020791288283734721e-04,1.849241433118871446e-03,1.057133696439997283e-03,8.867765174922817226e-03,1.316053966299123587e-03,8.816430829962614360e-03,1.369301659725407315e-02,8.119621581193963225e-03,7.608408682157343297e-03,4.094159519743515580e-03,2.783662467652367467e-03,2.384201134351394448e-03,9.699929375702125156e-03,1.349422978441439276e-03,5.838040547412321271e-03,9.578336471676902625e-04,5.693691943515272929e-04,4.493233114090434163e-04,9.160852418442254948e-04,8.904729111022509445e-05,2.292534273420828990e-04,2.647630956470914832e-04,1.866498100679296677e-05,6.001432534759901195e-05,5.760928351286336322e-05,2.521027606978219326e-04,1.417331217080870830e-04,1.513424467824128587e-03,2.682618405368698139e-03,9.971884772452159831e-04,5.070592723753967850e-03,1.664324006026480542e-03,2.073209786040113977e-03,4.307834618099228019e-03,4.774646677514386185e-03,4.812966320645342862e-03,1.025540072306690498e-03,1.044587986865209810e-03,5.006907963095409090e-04,3.247943921507487710e-04,1.014278891769985948e-03,5.336329159785062901e-04,7.987747616285152804e-04,1.119443537595904122e-03,5.979914454788330495e-04,5.086357752566082703e-04,6.176363276691156567e-04,7.178696319113006237e-04,1.037957679953639776e-03,4.421930605250040214e-04,5.110323903904915492e-04,2.320260135554866147e-03,1.606554705766638329e-03
7.208559432292076068e-03,3.408324054262012971e-04,3.145692428746939382e-04,2.245805823134528444e-03,4.053704305562889757e-04,3.293111921035735568e-03,4.835087878106195895e-04,4.806517823503934157e-04,3.651193307424270020e-04,7.711145299972245373e-04,4.606531111155396708e-04,8.299319341872531683e-04,2.020723822090956384e-03,1.898773565245756535e-03,1.959638062231971404e-03,2.339122230818129269e-03,1.747494551315980542e-03,4.839115418444189624e-03,1.160885443992945923e-02,3.681817777306504742e-03,7.427405730090702075e-03,2.168202881916905106e-03,3.027423720933061953e-03,1.622518733457813025e-03,9.069863454626107000e-04,1.214232206438952289e-03,8.793056225425894580e-04,7.209502807755410964e-04,1.363197531996483561e-03,8.392875511218937570e-04,1.233730453415520564e-03,5.008722556014077835e-03,6.947796494007206676e-04,8.933176680045441754e-04,1.226537933498377322e-03,1.223075715625588419e-03,1.141631738272183777e-03,3.303642925080817801e-03,7.605278441797241624e-04,5.940011457228025656e-04,2.455083771357797345e-03,3.170887521999729303e-03,1.456546263513302294e-03,1.227227381894907630e-03,7.837289870407503772e-04,7.820849679590942275e-04,5.903289709795121699e-04,1.934329516152294990e-03,1.036566802659783307e-03,3.264069253458347386e-04,4.147657866437149472e-04,9.245308245265245438e-04,2.417222382660155473e-04,5.462676683300217700e-04,5.444111647358489472e-04,5.085574580556601098e-04,1.061542204939656779e-03,1.539504012687063121e-03,1.772020207080392349e-03,6.187922423236101761e-03
2.000717531797322618e-02,7.818618464507962962e-04,2.729871812133288279e-04,4.926345114949138475e-04,4.209117065597085231e-04,1.501884407972517953e-02,8.931048592573874109e-03,6.501346936159050748e-04,6.001518930094915973e-04,1.797351886317704109e-03,3.532511211185614792e-04,7.952162210706319179e-04,1.392031201894163668e-03,1.378716973228897528e-03,1.984395687448149530e-03,1.486111798151426274e-03,1.819826838591504653e-02,5.248692073070277374e-03,2.243188388786742076e-03,7.259219829870772710e-03,1.385449520553817468e-02,2.680059130954546079e-03,6.019761574341147767e-03,2.426232762231052970e-03,1.458467257669398805e-03,1.425703238701558689e-03,1.654560025252825453e-03,7.089717838241471615e-04,9.310421181685412306e-04,8.574042462749305489e-04,1.307423045634564102e-03,3.435076202459729552e-03,1.226951802333551590e-03,1.561003270535205826e-03,9.051211292440313264e-04,5.619296448982985743e-04,2.131552617648461555e-03,2.444669184366493869e-03,1.516015025380928810e-03,1.715247611671036126e-03,6.424691567910885588e-03,3.378622001862109387e-03,6.225624936614769381e-04,1.563235938147274550e-03,3.915457629201395313e-04,6.481668306378664734e-04,7.456945137512563599e-04,9.760428208918697692e-04,1.610204927903746306e-03,5.815373274606376250e-04,4.727960444593660842e-04,5.216500576526771418e-04,1.791594266194728184e-04,6.559770490369708522e-04,7.205613757842742372e-04,4.424759137409860405e-04,1.023948892098523094e-03,2.713450815477449086e-03,2.425312224000539685e-03,1.174343786763449096e-03
3.071999801959562296e-03,1.347938994283414196e-02,1.662461475463103844e-03,3.538118651379717236e-04,6.288445628960018761e-04,1.978988657546973786e-04,4.433089174760373140e-03,1.439500469975974264e-02,6.768088223495425521e-03,8.822507074692615206e-03,2.307677990320261725e-03,1.031248193099701610e-03,2.430029683812221040e-03,1.363127074663914376e-02,1.985066642890701352e-03,2.767894506869360630e-03,8.584765451559690091e-03,3.124905719156890159e-03,1.067750707357649573e-03,1.704139933860419030e-03,5.995552663043580456e-03,2.999711628188236629e-03,5.592353639795528616e-03,1.708512980542530122e-03,1.025640155137149409e-03,6.767252220601830499e-04,1.416011504619510463e-03,4.030629320119967518e-04,5.050648657771740751e-04,7.742800554217061986e-04,9.955944517576024999e-04,8.268501861400876776e-04,4.564739057587711459e-04,2.187611588839251994e-03,2.182270961050238132e-03,3.538214445939712703e-04,3.437549951243957982e-03,1.322090790162795161e-03,2.336146278332785521e-03,2.278555911048219754e-03,4.216660886939910084e-03,3.058301994864712995e-03,1.208038089559469036e-03,1.022956596638547591e-03,8.799958661153168974e-04,4.796743445390602885e-04,1.520867622238083723e-03,1.026514318652440227e-03,1.486576799950211844e-03,9.027628119478452087e-04,8.182816092931577238e-04,4.830291753514801890e-04,1.934891604708447864e-04,9.131396333884454113e-04,7.530788688278748947e-04,6.260035721514936938e-04,1.243760517117301892e-03,3.266408887870293938e-03,4.270339778566580730e-03,5.152366248352805572e-03
4.400133960404574852e-04,5.703813482713945490e-03,1.565960589803617542e-03,7.598402727777319940e-03,8.180067727121251081e-04,4.482872071967297298e-04,7.324335482276963117e-04,1.394018522885092553e-03,1.280854844038259747e-03,1.272437969633019019e-03,3.931646897357506457e-03,3.338924183648491872e-03,2.876213430683990501e-03,2.426656303438339685e-03,8.751886148707116453e-03,1.964839272194160782e-03,1.306090145307569348e-03,5.713407341963076987e-03,2.582327777871031189e-03,1.214865260168237083e-03,2.756333115132519537e-03,4.584386396683906399e-03,1.813346829056830317e-03,1.396658186555213609e-03,7.284600196238078971e-04,1.680652710193940855e-04,7.689798076300073974e-04,4.356777653797237206e-04,4.198637207973511965e-05,3.877512224809269458e-04,4.199142278954409377e-03,2.644403919034185265e-04,3.001635350123341779e-04,1.729015198862066983e-03,1.883708298809210011e-03,1.114121059206557877e-03,3.687368307943159149e-03,8.238628096706336742e-04,1.658590422265230312e-03,1.780372725596324028e-03,3.369372566743353021e-03,2.006471169089329033e-03,9.174972512718111662e-04,1.099170346026066749e-03,5.331552125912991658e-04,8.062961996057981104e-04,8.646738269633692494e-04,1.437194476577320938e-03,9.864659110434591607e-04,4.429935724851076918e-04,7.368968875797977588e-04,5.200579048687678984e-04,5.620210756435228090e-04,9.821711152978277078e-04,3.898799168957626962e-04,9.032315003159457900e-04,1.628383560564811974e-03,2.865471252827478214e-03,6.931181734041972839e-03,3.403429131969714586e-03
