# layer number, internal velocity Dix[/c], epsilon_r, error [%],         internal velocity non Dix [/c], epsilon_r non Dix, error non Dix [%]
1,0.660952900590861,2.289069476614408,-42.773263084639815,0.662789662754175,2.276399845229270,-43.090003869268244
