4.101356322699490459e-05,4.106989110987782540e-05,4.206745884027389041e-05,4.364941013721831752e-05,5.071489306960476855e-05,1.057847308657088384e-03,4.575997036924970212e-05,5.337444483376102734e-05,8.561902810904510185e-05,4.509551522651305253e-04,9.055752996042594136e-04,7.151178712851842501e-05,5.866513847442441320e-05,3.450754473246611708e-04,5.070509846927879127e-04,7.556244666215033328e-05,1.095657860965265759e-04,2.162373843123290679e-04,1.279085260974162916e-04,6.778616636287879973e-05,1.028736987080953850e-04,9.788984656579111207e-05,9.675117970961998363e-05,8.708351885987019561e-05,8.322394573667636283e-05,1.195710084968714846e-04,2.935840625857652378e-04,1.125563461377993100e-03,2.345937121981353003e-04,5.526621497025979018e-02,2.389445298369360926e-01,8.631770088479448141e-03,9.309979695177397208e-01,1.821664949837807912e+00,1.096024894445558895e-01,5.933369445341114545e-01,1.634490890949988229e+00,1.010641365122143309e+00,1.930180359977920479e-01,2.145854230049446809e-01,8.259518843152202638e-01,4.405720716257058300e-01,8.480919608594635895e-01,4.519614788196377186e-01,5.190052652042784764e-01,4.305607788132921887e-01,3.117869767134203163e-01,1.243707874126840363e-01,2.898022609057393159e-02,8.539311023484940939e-04
4.342422764096177251e-03,4.343002241672280599e-03,4.353192655529196549e-03,4.368997060089434628e-03,4.435489303140673946e-03,7.424526600517301553e-03,4.399496514108286460e-03,4.459479069969097056e-03,4.713301050045589670e-03,5.826985201892313435e-03,7.377813015992598297e-03,4.574112115397904743e-03,4.507610151492701632e-03,5.573756006212811538e-03,6.351635655511348767e-03,4.618927252150482020e-03,4.766002902502183315e-03,5.399937844217769095e-03,4.914491154838628029e-03,4.583147965598498817e-03,4.839290375433770441e-03,4.808543105128479031e-03,4.800562466898195858e-03,4.728471725069794719e-03,4.704079108833832470e-03,4.955461978476734947e-03,5.861581738597095199e-03,8.623624225810849059e-03,5.590083191514534297e-03,8.644272154397454611e-02,2.999224063013465891e-01,2.310527863161661311e-02,1.047923135403337369e+00,1.983761375050266507e+00,3.693077491109989507e-01,6.873755736587416898e-01,1.788214913736833722e+00,1.132286479302006654e+00,2.472689538212486382e-01,2.723086075716607546e-01,9.358354161559058193e-01,5.219258572824456710e-01,9.591908418118917368e-01,5.378370626266333332e-01,6.267951973590792925e-01,5.111087755294163593e-01,3.785186404209677224e-01,1.713633478671727772e-01,5.409992415674583222e-02,7.927594611207462727e-03
1.726764223430435619e-01,1.726800764311140213e-01,1.727442942515430846e-01,1.728436856382341014e-01,1.732594357374505067e-01,1.878963543723345120e-01,1.730349702518297617e-01,1.734087856142695616e-01,1.749649375366038040e-01,1.804766384165315540e-01,1.884700197042630254e-01,1.741511991849979679e-01,1.737086945480495470e-01,1.793577558008158379e-01,1.837584215100670215e-01,1.743777521371104589e-01,1.751865420876986545e-01,1.789192639162797138e-01,1.761150101377329247e-01,1.741684950220243056e-01,1.756272749675384937e-01,1.755517057348243981e-01,1.754996313835418265e-01,1.750825442327325343e-01,1.748623937107957049e-01,1.764012664003786757e-01,1.806931090957945296e-01,1.957447101235195164e-01,1.801174969674196602e-01,3.637635874708693984e-01,7.860872761014822130e-01,3.738288339749064049e-01,1.499321734980311183e+00,3.079460947764666390e+00,9.111405670171586202e-01,1.382537325899021008e+00,2.823727158099539114e+00,2.328926087232750852e+00,9.389832836650119363e-01,7.546084821115837116e-01,1.675452461681165461e+00,9.906733471149294923e-01,1.841317803612851467e+00,1.209850368278773125e+00,1.199143502598101207e+00,1.158756113858632641e+00,9.372010689240540815e-01,6.032977947001066932e-01,3.435112251499763958e-01,1.930407296333860878e-01
2.848202920434176999e+00,2.848217760875051408e+00,2.848478459100787674e+00,2.848882052398094888e+00,2.850568507064818569e+00,2.907583666724301796e+00,2.849657641798339469e+00,2.851174438162055402e+00,2.857468315854873708e+00,2.878981923445191438e+00,2.903535799048199806e+00,2.854343985487190594e+00,2.852202388677274048e+00,2.874713932366932401e+00,2.892290609955417757e+00,2.855086572554240476e+00,2.858292769157468438e+00,2.873311563334747465e+00,2.861999193337188441e+00,2.854253900947347766e+00,2.860147502016635368e+00,2.859582360558820646e+00,2.860345173666378304e+00,2.857954497308766051e+00,2.856945828148748756e+00,2.862405120442552242e+00,2.877143418101699712e+00,2.933319929923715819e+00,2.906981278189464835e+00,3.379570860562450374e+00,4.568280142099613528e+00,3.545652611361197692e+00,5.468202158908981758e+00,9.221927713768666379e+00,5.885470013174566972e+00,5.091673597917063532e+00,8.491468558953348733e+00,8.374203531165800740e+00,5.682304472571130027e+00,4.246926663410537373e+00,6.579552901637268469e+00,5.177174507011074844e+00,7.007691845759723925e+00,6.163823024096212855e+00,5.598875552898860519e+00,5.410050767081250989e+00,5.115561522890299528e+00,4.243206232022687097e+00,3.471913049707259002e+00,2.936423756775279781e+00
6.483955346854092028e+00,6.483977738252647782e+00,6.484371078269033362e+00,6.484979904265669504e+00,6.487524197435632800e+00,6.572875515246080269e+00,6.486150103200250427e+00,6.488438247398840453e+00,6.498068968541641510e+00,6.527607932639889476e+00,6.567227323321583654e+00,6.493216150446097679e+00,6.489988954450914171e+00,6.523847439636766943e+00,6.550319662404622711e+00,6.493561138661812393e+00,6.499112091557895710e+00,6.521757441128728239e+00,6.504678427581654709e+00,6.492999872643988368e+00,6.501966775026441603e+00,6.501136662040048364e+00,6.502283615018254359e+00,6.498595930443300972e+00,6.496829990222545703e+00,6.504243745297302759e+00,6.527632218272511722e+00,6.603602304862564054e+00,6.603041252694817231e+00,7.096977094337540315e+00,8.806678276689661189e+00,8.449832009082472339e+00,9.231474172517993182e+00,1.500269420561632749e+01,1.199951805678879957e+01,7.238995893351904520e+00,1.370859300319624019e+01,1.453678118488691950e+01,1.138393177732685224e+01,8.409814837683027733e+00,1.145661751557444319e+01,9.239613297331667141e+00,1.212033945385368838e+01,1.149260204373027250e+01,1.043208960890201276e+01,1.052455660649854607e+01,9.832537946242783988e+00,8.617945320661409170e+00,7.453293712798032544e+00,6.630261893373151416e+00
2.659181317408010337e+00,2.659195656951579334e+00,2.659447581100242264e+00,2.659837465339355056e+00,2.661467084803014416e+00,2.716435165605570745e+00,2.660585342467507886e+00,2.662060623929849434e+00,2.668337758792469039e+00,2.687226141502838228e+00,2.712739299702341178e+00,2.665258137369927116e+00,2.662809984716949074e+00,2.684804715979883571e+00,2.701834691924134280e+00,2.665332059566454248e+00,2.668885764955268414e+00,2.683392451914347721e+00,2.672451842570732872e+00,2.664913591066628840e+00,2.670898193065594839e+00,2.669872388194473256e+00,2.671014831311513849e+00,2.668613538101766824e+00,2.667268673238503141e+00,2.671631271946921515e+00,2.681802092938353699e+00,2.729567047875545605e+00,2.749088221775786156e+00,2.954492785558450407e+00,4.071386060388782369e+00,4.186760528331055831e+00,3.866985633017204105e+00,7.961597838220098922e+00,7.986202423593696587e+00,2.990266183366506070e+00,6.517174067895555645e+00,8.789789821281891236e+00,7.423479965162907313e+00,4.128683104524315084e+00,5.591833702175962095e+00,4.769628992327746175e+00,6.671819404072737214e+00,6.664723370336822938e+00,5.212395642567845933e+00,5.536014872349210414e+00,5.014547434658765290e+00,4.201262348169919392e+00,3.325711292757890014e+00,2.775233188523345440e+00
6.566062938900903134e+01,6.566070064371666604e+01,6.566195245063319419e+01,6.566388962582855982e+01,6.567252622983791355e+01,6.594188298956422045e+01,6.566756000464890519e+01,6.567495065453401537e+01,6.570608654392340497e+01,6.579899687139898390e+01,6.592473058261619201e+01,6.569067489444088892e+01,6.567865483100128188e+01,6.578427406887570328e+01,6.587140840189955782e+01,6.569112496868410744e+01,6.570865981570696590e+01,6.578033652380587171e+01,6.572600123595073285e+01,6.568871213585356372e+01,6.571870262951981090e+01,6.571296650666580774e+01,6.572273133314146776e+01,6.570728671299393397e+01,6.569965640624489822e+01,6.571916350395760276e+01,6.576261246349251621e+01,6.595280562721487172e+01,6.615946416606355740e+01,6.633015742936090930e+01,7.072275868659539810e+01,7.351436670115475636e+01,6.640502794203329984e+01,8.191829427757244275e+01,8.897314630065011443e+01,7.463813453136310727e+01,7.525279553353054496e+01,8.794561856921163212e+01,8.848346394336641652e+01,7.781467791406575429e+01,7.560267924821742724e+01,7.534360640283338739e+01,8.090001121257260763e+01,8.526872258200420163e+01,7.664997124579144838e+01,7.848282766071524463e+01,7.655611878279998450e+01,7.358249051196675339e+01,6.923039921155636023e+01,6.639168723002421757e+01
2.115887607629897715e+01,2.115891652526262234e+01,2.115959465926194483e+01,2.116072878425762127e+01,2.116562986473391206e+01,2.132866877689176377e+01,2.116282400678802134e+01,2.116703886458790151e+01,2.118468567415169446e+01,2.123753994813628765e+01,2.129452300416581423e+01,2.117675676373744764e+01,2.116804487888319741e+01,2.122914814492568425e+01,2.127586271570684673e+01,2.117618030304726062e+01,2.118485549837327753e+01,2.122687639198997545e+01,2.119550868203548433e+01,2.117470622106996458e+01,2.119033891177166140e+01,2.118649220922444343e+01,2.119589417079313520e+01,2.118569539700456872e+01,2.118079800118342249e+01,2.118962325792437795e+01,2.120686314221933344e+01,2.130951745263597275e+01,2.143630674169084571e+01,2.137154054260885161e+01,2.326847639449830396e+01,2.567615174978221049e+01,2.302647003887797084e+01,2.755718214930031706e+01,3.511222304587212761e+01,3.043381055623271436e+01,2.256009624952151427e+01,3.237737261774461217e+01,3.664345041200873965e+01,3.039365243712321174e+01,3.008508001932280607e+01,2.565562210003076871e+01,2.821149715883495546e+01,3.385512854532083793e+01,2.873944706577094976e+01,2.909603271578844641e+01,2.819749397270832247e+01,2.631144564915407358e+01,2.360858710499764612e+01,2.174654826382052164e+01
2.888359193881928988e+01,2.888363919805370728e+01,2.888443150625149514e+01,2.888575651902987929e+01,2.889150852169360562e+01,2.908192298039369916e+01,2.888820452447536624e+01,2.889312871333302368e+01,2.891400922505939164e+01,2.896812229516411463e+01,2.904200615202549329e+01,2.890480262836374337e+01,2.889322952162481073e+01,2.896562460371147196e+01,2.902021565701640426e+01,2.890197214338057918e+01,2.891390874856598359e+01,2.896294233150640451e+01,2.892605425166880551e+01,2.890180491417387287e+01,2.891837951808734175e+01,2.891433710045343020e+01,2.892875188218450333e+01,2.891542567559871557e+01,2.890860402717271782e+01,2.891739068377426491e+01,2.893094827064942720e+01,2.903021916172228245e+01,2.917545675864319321e+01,2.907825533457186395e+01,3.050101035122356308e+01,3.357268547828213912e+01,3.292562040822021885e+01,3.260087156668991781e+01,4.305235821605916868e+01,4.425832003039428741e+01,3.503454324533720410e+01,3.551699716548825592e+01,4.588864580324646880e+01,4.414422618880632854e+01,4.367095243761271917e+01,3.775316672653391947e+01,3.399675371345249886e+01,4.356121673074374456e+01,3.798436958710387756e+01,3.930686224954299490e+01,3.782053877264822717e+01,3.574595851132496449e+01,3.240940217255378286e+01,3.004189413068828785e+01
4.107310423138390121e+01,4.107316058734051722e+01,4.107410540209806982e+01,4.107568545071990940e+01,4.108297615013965753e+01,4.130944820384799954e+01,4.107863189347721544e+01,4.108456762523816508e+01,4.110937472664192427e+01,4.117390246079906291e+01,4.124797456737497470e+01,4.109879965904092103e+01,4.108486713337397589e+01,4.116853922550409095e+01,4.123603388593937069e+01,4.109506580880646709e+01,4.110912496323788190e+01,4.116569669321969371e+01,4.112343382381602908e+01,4.109450061465325632e+01,4.111437951144885972e+01,4.110714977379787882e+01,4.112916961161256779e+01,4.111145847583524215e+01,4.110187229343409854e+01,4.111074823541008527e+01,4.112153151933441819e+01,4.120752243500690071e+01,4.137219653557077237e+01,4.143006657918216717e+01,4.185545175997906853e+01,4.508489065313414557e+01,4.737880380187844764e+01,4.222371074711349337e+01,5.200178177739939400e+01,5.979418941027171996e+01,5.605124859749466992e+01,4.247410767172971191e+01,5.579422502015358276e+01,6.128542985347504413e+01,6.187745031883435587e+01,5.855858050870976683e+01,4.642996939339550977e+01,5.600199586349239667e+01,5.166383094444807966e+01,5.368687934061266986e+01,5.286821289854857753e+01,5.114958299153941823e+01,4.660225140235115049e+01,4.318034655209449113e+01
