6.671281903963040853e-09,1.000000000000000000e+00,1.000000000000000000e+00
2.735225580624846593e-07,5.179697702828122141e-01,4.000000000000000000e+00
6.003472899619345665e-07,4.614847918600617493e-01,6.000000000000000000e+00
6.670601090015649635e-07,4.654801496944986905e-01,4.000000000000000000e+00
9.938848409010149766e-07,4.474687821302041346e-01,6.000000000000000000e+00
1.060597659940645479e-06,4.509534430124969573e-01,4.000000000000000000e+00
1.714247123739545294e-06,4.351644143464015735e-01,6.000000000000000000e+00
1.780959942779175797e-06,4.377662317308464446e-01,4.000000000000000000e+00
2.434609406578075823e-06,4.300401974190763976e-01,6.000000000000000000e+00
2.501322225617706114e-06,4.320531597456078177e-01,4.000000000000000000e+00
3.481796421316055836e-06,4.254844429961358032e-01,6.000000000000000000e+00
3.548509240355686127e-06,4.270053065815960225e-01,4.000000000000000000e+00
