# layer number, internal velocity Dix[/c], epsilon_r, error [%],         internal velocity non Dix [/c], epsilon_r non Dix, error non Dix [%]
1,0.609128045373640,2.695149178108957,-32.621270547276069,0.611751219543649,2.672085266437743,-33.197868339056413
2,1.132155507558242,0.780167460784644,-86.997208986922601,1.173935860058309,0.725623370295576,-87.906277161740405
3,1.000000000000000,1.000000000000000,-88.888888888888886,1.000000000000000,1.000000000000000,-88.888888888888886
4,1.000000000000000,1.000000000000000,-83.333333333333343,1.000000000000000,1.000000000000000,-83.333333333333343
5,1.000000000000000,1.000000000000000,-88.888888888888886,1.000000000000000,1.000000000000000,-88.888888888888886
