# layer number, internal velocity Dix[/c], epsilon_r, error [%],         internal velocity non Dix [/c], epsilon_r non Dix, error non Dix [%]
1,0.607031447919841,2.713798627553832,-32.155034311154196,0.617264956826460,2.624561512721598,-34.385962181960039
2,0.227288945839128,19.357237171023165,222.620619517052774,0.324701986754967,9.484842160637150,58.080702677285835
3,0.362278455076127,7.619298460149186,22.891910647567514,0.374197530864197,7.141643466212605,15.187797842138782
4,0.518758186312199,3.715951813031574,-41.938252921381661,0.522402234636872,3.664290933057976,-42.745454170969133
5,0.259306768133807,14.872099940511625,271.802498512790635,0.301142857142857,11.026936330019556,175.673408250488905
6,0.550020978620886,3.305532953620827,-44.907784106319554,0.561025641025641,3.177127024922379,-47.047882917960344
7,0.395366986183015,6.397336506779123,3.182846883534236,0.399247311827957,6.273588063688122,1.186904253034231
